text,intent,tag
Gotoubun No Katachi (Gotoubun No Hanayome 2nd Season Opening),inform,B-inform#name_song I-inform#name_song I-inform#name_song O O O O O O
gotoubun no katachi (gotoubun no hanayome 2nd season opening),inform,B-inform#name_song I-inform#name_song I-inform#name_song O O O O O O
Grandeur (Black Clover Opening 13),inform,B-inform#name_song O O O O
grandeur (black clover opening 13),inform,B-inform#name_song O O O O
Haruka,inform,B-inform#name_song
haruka,inform,B-inform#name_song
Homura,inform,B-inform#name_song
homura,inform,B-inform#name_song
Shougeki (Shingeki No Kyojin: The Final Season Ending),inform,B-inform#name_song O O O O O O O
shougeki (shingeki no kyojin: the final season ending),inform,B-inform#name_song O O O O O O O
Blue Clapper,inform,B-inform#name_song I-inform#name_song
blue clapper,inform,B-inform#name_song I-inform#name_song
Loser Girl,inform,B-inform#name_song I-inform#name_song
loser girl,inform,B-inform#name_song I-inform#name_song
Takaramono Ni Natta Hi,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
takaramono ni natta hi,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Shiro No Yakusoku,inform,B-inform#name_song I-inform#name_song I-inform#name_song
shiro no yakusoku,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Plastic Love Cover,inform,B-inform#name_song I-inform#name_song I-inform#name_song
plastic love cover,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Different (Log Horizon: Entaku Houkai Opening),inform,B-inform#name_song O O O O O
different (log horizon: entaku houkai opening),inform,B-inform#name_song O O O O O
My Sweetest Love,inform,B-inform#name_song I-inform#name_song I-inform#name_song
my sweetest love,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Precious,inform,B-inform#name_song
precious,inform,B-inform#name_song
Night Merry Happiness,inform,B-inform#name_song I-inform#name_song I-inform#name_song
night merry happiness,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Haru Natsu Aki Fuyu Blooming! (Sakuya Version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
haru natsu aki fuyu blooming! (sakuya version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
Kaikaikitan (Jujutsu Kaisen Opening),inform,B-inform#name_song O O O
kaikaikitan (jujutsu kaisen opening),inform,B-inform#name_song O O O
Black Knight,inform,B-inform#name_song I-inform#name_song
black knight,inform,B-inform#name_song I-inform#name_song
Blazing Heart,inform,B-inform#name_song I-inform#name_song
blazing heart,inform,B-inform#name_song I-inform#name_song
Poker Fake,inform,B-inform#name_song I-inform#name_song
poker fake,inform,B-inform#name_song I-inform#name_song
Dream Of Butterfly (Persona PSP Opening),inform,B-inform#name_song I-inform#name_song I-inform#name_song O O O
dream of butterfly (persona psp opening),inform,B-inform#name_song I-inform#name_song I-inform#name_song O O O
Life Goes On,inform,B-inform#name_song I-inform#name_song I-inform#name_song
life goes on,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Shirou Emiya's Theme Cover,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
shirou emiya's theme cover,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
KOF XIII The Ultimate Battle,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
kof xiii the ultimate battle,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Not Shy,inform,B-inform#name_song I-inform#name_song
not shy,inform,B-inform#name_song I-inform#name_song
Shining Brave,inform,B-inform#name_song I-inform#name_song
shining brave,inform,B-inform#name_song I-inform#name_song
Từ Đó,inform,B-inform#name_song I-inform#name_song
từ đó,inform,B-inform#name_song I-inform#name_song
Psm Deck The Traphouse Pt. 2 Bass And Drums Brda-pd,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
psm deck the traphouse pt. 2 bass and drums brda-pd,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Psm Christmas Fairytale No Lead Auca,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
psm christmas fairytale no lead auca,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
KOF XI New Order,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
kof xi new order,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Psm Deck The Traphouse No Drums Brda-pd,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
psm deck the traphouse no drums brda-pd,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
PUBG Mobile Christmas 2020 Theme,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
pubg mobile christmas 2020 theme,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Psm Deck The Traphouse Pt. 2 No Drums Brda-pd,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
psm deck the traphouse pt. 2 no drums brda-pd,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Psm Gumdrop Rain Full Mix Brda,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
psm gumdrop rain full mix brda,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Psm Gumdrop Rain Drum And Bass Brda,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
psm gumdrop rain drum and bass brda,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Psm Gumdrop Rain No Drums Brda,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
psm gumdrop rain no drums brda,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Away In A Manger,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
away in a manger,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Blood Sweat & Tears,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
blood sweat & tears,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Không Muốn Yêu Lại Càng Say Đắm Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
không muốn yêu lại càng say đắm beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Angel Beat,inform,B-inform#name_song I-inform#name_song
angel beat,inform,B-inform#name_song I-inform#name_song
Anh Luôn Là Lý Do Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
anh luôn là lý do beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Sống Cho Hết Đời Thanh Xuân 3 Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
sống cho hết đời thanh xuân 3 beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Níu Duyên Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song
níu duyên beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Nhật Bình Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song
nhật bình beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Xa Một Người Còn Thương Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
xa một người còn thương beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Thương Anh Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song
thương anh beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Si Tình Trủng/痴情冢 (Âm Dương Sư: Tình Nhã Tập Ost) Beat,inform,B-inform#name_song I-inform#name_song O O O O O O O O I-inform#name_song
si tình trủng/痴情冢 (âm dương sư: tình nhã tập ost) beat,inform,B-inform#name_song I-inform#name_song O O O O O O O O I-inform#name_song
Trạng Tí Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song
trạng tí beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Ăn Cơm Anh Nấu Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
ăn cơm anh nấu beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Levan Polkka Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song
levan polkka beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Lái Máy Bay Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
lái máy bay beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Có Một Người Từng Là Tất Cả Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
có một người từng là tất cả beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Ai Sẽ Thương Ai Sau Này Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
ai sẽ thương ai sau này beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Chàng Trai Giỏi Toán Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
chàng trai giỏi toán beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Baby Yêu Anh Nhé Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
baby yêu anh nhé beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Con Đường Mùa Đông Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
con đường mùa đông beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Lời Nói Điêu Trên Môi Em Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
lời nói điêu trên môi em beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
I'm Coming Back Beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
i'm coming back beat,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Ok Not To Be Ok (Lost Stories Remix),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O O
ok not to be ok (lost stories remix),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O O
Boss (Extended Mix),inform,B-inform#name_song O O
boss (extended mix),inform,B-inform#name_song O O
What's Love Got To Do With It,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
what's love got to do with it,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Trust Nobody,inform,B-inform#name_song I-inform#name_song
trust nobody,inform,B-inform#name_song I-inform#name_song
One Touch (Todd Edwards Remix),inform,B-inform#name_song I-inform#name_song O O O
one touch (todd edwards remix),inform,B-inform#name_song I-inform#name_song O O O
Ily,inform,B-inform#name_song
ily,inform,B-inform#name_song
Where We Started,inform,B-inform#name_song I-inform#name_song I-inform#name_song
where we started,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Da Da Da (Mikis Remix),inform,B-inform#name_song I-inform#name_song I-inform#name_song O O
da da da (mikis remix),inform,B-inform#name_song I-inform#name_song I-inform#name_song O O
Where Is Your Love,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
where is your love,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Greece,inform,B-inform#name_song
greece,inform,B-inform#name_song
Play For Me Kaweni Merry,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
play for me kaweni merry,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
NBA (暖豪 Music Remix),inform,B-inform#name_song O O O
nba (暖豪 music remix),inform,B-inform#name_song O O O
You Know I'll Go Get,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
you know i'll go get,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Like It Is,inform,B-inform#name_song I-inform#name_song I-inform#name_song
like it is,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Drown (feat. Clinton Kane),inform,B-inform#name_song O O O
drown (feat. clinton kane),inform,B-inform#name_song O O O
Halfway Dead,inform,B-inform#name_song I-inform#name_song
halfway dead,inform,B-inform#name_song I-inform#name_song
We Are Love,inform,B-inform#name_song I-inform#name_song I-inform#name_song
we are love,inform,B-inform#name_song I-inform#name_song I-inform#name_song
City Of Gold,inform,B-inform#name_song I-inform#name_song I-inform#name_song
city of gold,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Realms,inform,B-inform#name_song
realms,inform,B-inform#name_song
Love Is Over,inform,B-inform#name_song I-inform#name_song I-inform#name_song
love is over,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Xin Em Nụ Cười,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
xin em nụ cười,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Lần Đầu Nói Dối,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
lần đầu nói dối,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Chỉ Vì Yêu Em,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
chỉ vì yêu em,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
My Turn,inform,B-inform#name_song I-inform#name_song
my turn,inform,B-inform#name_song I-inform#name_song
Yêu Một Người Sống Bên Một Người,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
yêu một người sống bên một người,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Bắt Đầu Một Kết Thúc,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
bắt đầu một kết thúc,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Bao Giờ Ta Lại Yêu,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
bao giờ ta lại yêu,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Thế Giới Không Tình Yêu,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
thế giới không tình yêu,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Sầu Tím Thiệp Hồng,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
sầu tím thiệp hồng,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Người Tình Mo Cau,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
người tình mo cau,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Đêm Tâm Sự (Chạy Đi Rồi Tính OST),inform,B-inform#name_song I-inform#name_song I-inform#name_song O O O O O
đêm tâm sự (chạy đi rồi tính ost),inform,B-inform#name_song I-inform#name_song I-inform#name_song O O O O O
Hoa Nở Về Đêm,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
hoa nở về đêm,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Chuyến Tàu Hoàng Hôn,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
chuyến tàu hoàng hôn,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Chiều Quê Kỉ Niệm,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
chiều quê kỉ niệm,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Tình Yêu Trả Lại Trăng Sao,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
tình yêu trả lại trăng sao,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Hai Kỷ Niệm Một Chuyến Đi,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
hai kỷ niệm một chuyến đi,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Bạc Trắng Lửa Hồng,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
bạc trắng lửa hồng,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Người Yêu Cô Đơn,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
người yêu cô đơn,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Hai Đứa Nghèo,inform,B-inform#name_song I-inform#name_song I-inform#name_song
hai đứa nghèo,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Hương Tóc Mạ Non,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
hương tóc mạ non,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Sao Anh Nỡ Đành Quên,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
sao anh nỡ đành quên,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Hai Đứa Giận Nhau,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
hai đứa giận nhau,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Cây Cầu Dừa,inform,B-inform#name_song I-inform#name_song I-inform#name_song
cây cầu dừa,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Mưa Đêm Ngoại Ô,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
mưa đêm ngoại ô,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Mưa Nửa Đêm,inform,B-inform#name_song I-inform#name_song I-inform#name_song
mưa nửa đêm,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Liên Khúc Nghèo,inform,B-inform#name_song I-inform#name_song I-inform#name_song
liên khúc nghèo,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Quê Em Mùa Nước Lũ,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
quê em mùa nước lũ,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Chiều Sân Ga,inform,B-inform#name_song I-inform#name_song I-inform#name_song
chiều sân ga,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Ru Lại Câu Hò,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
ru lại câu hò,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Còn Thương Rau Đắng Mọc Sau Hè,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
còn thương rau đắng mọc sau hè,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Hai Chuyến Tàu Đêm,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
hai chuyến tàu đêm,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Người Mang Tâm Sự,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
người mang tâm sự,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Lời Tạ Từ,inform,B-inform#name_song I-inform#name_song I-inform#name_song
lời tạ từ,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Darling (Piano Cover) (From Darling In The Franxx),inform,B-inform#name_song O O O O O O O
darling (piano cover) (from darling in the franxx),inform,B-inform#name_song O O O O O O O
Canon In D,inform,B-inform#name_song I-inform#name_song I-inform#name_song
canon in d,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Love Is Like A Flower,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
love is like a flower,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Morning Rain,inform,B-inform#name_song I-inform#name_song
morning rain,inform,B-inform#name_song I-inform#name_song
Love,inform,B-inform#name_song
love,inform,B-inform#name_song
Sundown,inform,B-inform#name_song
sundown,inform,B-inform#name_song
Beyond The Memory,inform,B-inform#name_song I-inform#name_song I-inform#name_song
beyond the memory,inform,B-inform#name_song I-inform#name_song I-inform#name_song
I Love You,inform,B-inform#name_song I-inform#name_song I-inform#name_song
i love you,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Chỉ Cần Được Bên Em (Acoustic Version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
chỉ cần được bên em (acoustic version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
Những Năm Tháng Đó Có Tôi Yêu Người (Acoustic Version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
những năm tháng đó có tôi yêu người (acoustic version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
Đàn Chim Di Cư (Acoustic Version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
đàn chim di cư (acoustic version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
Hôm Nay Tôi Lười (Pt.1) (Acoustic Version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O O
hôm nay tôi lười (pt.1) (acoustic version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O O
Em Mới Là Người Yêu Anh (Acoustic Version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
em mới là người yêu anh (acoustic version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
Hoa Nở Không Màu (Acoustic Version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
hoa nở không màu (acoustic version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
Xa (Chờ Đến Mùa Gió),inform,B-inform#name_song O O O O
xa (chờ đến mùa gió),inform,B-inform#name_song O O O O
Nếu Em Được Lựa Chọn,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
nếu em được lựa chọn,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Kẻ Cô Đơn Trong Thành Phố,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
kẻ cô đơn trong thành phố,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Đến Cuối Cùng Lại Cô Đơn,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
đến cuối cùng lại cô đơn,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Khi Giấc Mơ Về (Acoustic Version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
khi giấc mơ về (acoustic version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
Anh Muốn Ôm Em Khi Mùa Đông Tới,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
anh muốn ôm em khi mùa đông tới,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Ngày Mưa Em Có Buồn Không (Acoustic Version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
ngày mưa em có buồn không (acoustic version),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O O
Vì Yêu (Acoustic Version),inform,B-inform#name_song I-inform#name_song O O
vì yêu (acoustic version),inform,B-inform#name_song I-inform#name_song O O
Bạn Thân (Acoustic Version),inform,B-inform#name_song I-inform#name_song O O
bạn thân (acoustic version),inform,B-inform#name_song I-inform#name_song O O
Nếu Như (Acoustic Version),inform,B-inform#name_song I-inform#name_song O O
nếu như (acoustic version),inform,B-inform#name_song I-inform#name_song O O
Bao Nhiêu Ngày Rồi,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
bao nhiêu ngày rồi,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Leave It Out (Acoustic),inform,B-inform#name_song I-inform#name_song I-inform#name_song O
leave it out (acoustic),inform,B-inform#name_song I-inform#name_song I-inform#name_song O
Don'T Call Me Up (Acoustic),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O
don't call me up (acoustic),inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song O
Want You Back (Acoustic),inform,B-inform#name_song I-inform#name_song I-inform#name_song O
want you back (acoustic),inform,B-inform#name_song I-inform#name_song I-inform#name_song O
Heart To Love,inform,B-inform#name_song I-inform#name_song I-inform#name_song
heart to love,inform,B-inform#name_song I-inform#name_song I-inform#name_song
Last Summer (Acoustic),inform,B-inform#name_song I-inform#name_song O
last summer (acoustic),inform,B-inform#name_song I-inform#name_song O
Hold Me While You Wait,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
hold me while you wait,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Almost (Sweet Music),inform,B-inform#name_song O O
almost (sweet music),inform,B-inform#name_song O O
Guess I Just Feel Like,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
guess i just feel like,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
Tú,inform,B-inform#name_song
tú,inform,B-inform#name_song
Let's Fall In Love For The Night,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
let's fall in love for the night,inform,B-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song I-inform#name_song
